p_val	avg_logFC	pct.1	pct.2	p_val_adj
Slc8b1	0.515504334285795	0.0307315186661723	0.105	0.113	1
Aspm	0.515504572712419	0.0140579361779945	0.113	0.103	1
Spn	0.515548999510396	0.169337577376955	0.153	0.14	1
Tm9sf2	0.515817952633819	0.0330930767338788	0.118	0.108	1
Grhpr	0.516514968139236	0.00368343287030334	0.133	0.14	1
Stau1	0.517088054126141	0.107778190322451	0.165	0.142	1
Vti1a	0.51779128635709	0.0187813026487201	0.198	0.203	1
Trim25	0.517895296146196	0.00180107862587661	0.121	0.115	1
Rabepk	0.518039558393056	0.107073257061776	0.106	0.103	1
Mcub	0.518564610621397	0.0402252910484289	0.163	0.172	1
Brd1	0.518679651292743	0.0414908105433736	0.23	0.218	1
Tex9	0.51950787400649	-0.0196814866514569	0.138	0.142	1
Uba6	0.519653008542452	-0.0161868678027381	0.163	0.169	1
Tlk1	0.519720394267486	0.0942572991786614	0.187	0.191	1
Ecsit	0.519923364371784	0.100707185114842	0.16	0.147	1
Hccs	0.520019383714525	0.0623323213533926	0.148	0.132	1
Scamp2	0.520043475925705	0.0824353598169755	0.122	0.13	1
Gls	0.520147507519806	0.031039950876188	0.204	0.218	1
Clasp1	0.520216418617004	0.0724758201527041	0.183	0.169	1
Ddx10	0.520372461388424	0.0140693657483276	0.214	0.208	1
Ighm	0.521257355344495	0.0258615764400347	0.348	0.395	1
Cops6	0.522115073481566	0.0897077971118975	0.275	0.272	1
Pkp4	0.522513595692334	0.0489765708198094	0.201	0.206	1
Sytl1	0.52254226054475	-0.0340157768985395	0.125	0.147	1
Jkamp	0.522644248730901	-0.0845034797160941	0.18	0.191	1
Gpr108	0.522694709563547	0.0311494022767891	0.141	0.132	1
Abraxas2	0.522726838944514	0.237094080223639	0.226	0.201	1
Dhx29	0.522748904968974	0.118806762381105	0.175	0.164	1
Fam133b	0.522750990766807	0.0677463897222821	0.228	0.255	1
Slc9a3r1	0.522878655366283	0.18115330937026	0.301	0.294	1
Usp39	0.523276245400011	0.0210363098430536	0.151	0.142	1
Mien1	0.523396414050425	0.0399911019392389	0.305	0.341	1
Pxmp4	0.523534868781829	0.0454747737721743	0.123	0.118	1
Nsun3	0.524003766636143	0.0303665979468402	0.217	0.223	1
Cd160	0.524372630610065	-0.046216002986639	0.191	0.203	1
Cyb5a	0.524451974611916	0.0822444993206368	0.394	0.397	1
Zbp1	0.524589651789607	0.177983515875729	0.238	0.228	1
Aup1	0.524745533639427	0.0575466030693528	0.182	0.184	1
Xlr4c	0.524990354961667	0.103193111226128	0.137	0.137	1
Pold2	0.525520069692333	0.0576416238184166	0.178	0.167	1
Ephb6	0.525604427265523	0.0619657241964317	0.129	0.11	1
Zzz3	0.52576251528327	0.0162020856880114	0.169	0.176	1
Rasal3	0.525947580373338	0.0459548322876158	0.212	0.213	1
Rhoa	0.526521847541281	0.108397647474065	0.518	0.554	1
Gpr174	0.527100865013377	0.116115026070619	0.173	0.159	1
Chic2	0.527367444430698	-0.0160575740114424	0.284	0.287	1
Bak1	0.527564279902199	0.0909897021700245	0.13	0.12	1
Setd1b	0.527627718934837	-0.0137447039162479	0.167	0.176	1
Dars	0.527799780122672	0.0747508117907541	0.207	0.221	1
Ppil2	0.528455748234923	0.068617387811475	0.232	0.225	1
Rbbp7	0.528613358032705	0.124145582275531	0.268	0.282	1
Taldo1	0.52865986232759	0.180387364703802	0.358	0.365	1
Disp1	0.528712667537033	0.0323999472451876	0.157	0.164	1
Prdx3	0.528864882164994	0.0606876784179244	0.262	0.257	1
Fam8a1	0.52917270491403	0.0489819299251168	0.12	0.127	1
Pced1b	0.529221057285019	0.151658132159314	0.138	0.142	1
Tmem242	0.529515545499064	0.0643583309678778	0.175	0.181	1
Rbm8a	0.529560429496398	0.107723888092506	0.396	0.436	1
Gm10269	0.529963890180575	-0.0097639704457626	0.169	0.167	1
Gabarap	0.530011124119671	0.0580410102980322	0.469	0.527	1
Parg	0.530218322342661	0.0187705125641157	0.183	0.172	1
Mrgbp	0.530323984776478	-0.00730228503922428	0.192	0.199	1
Cdh11	0.530636908440041	-0.0520098322017256	0.162	0.152	1
Nus1	0.53068086315295	-0.052119018566051	0.205	0.218	1
Mycbp2	0.530719012574431	0.101190570843407	0.378	0.377	1
Swt1	0.530870304576961	0.104901226675274	0.187	0.191	1
Hsd17b11	0.530973521074533	0.0125952648227002	0.124	0.113	1
Cd81	0.531922724368259	0.127674550049665	0.252	0.243	1
Zbtb17	0.532378102605693	0.0450095229947627	0.109	0.093	1
Erh	0.532812871641247	0.0455535726034003	0.295	0.316	1
Nol4l	0.532911546551704	-0.00253790849998384	0.125	0.142	1
Srsf5	0.532920407213073	0.0362954798308541	0.751	0.775	1
Ppip5k2	0.533172693828204	-0.0284653015602495	0.157	0.147	1
Abce1	0.533269803929321	0.055755161409888	0.165	0.154	1
Hdac5	0.533556789200653	0.0397966354400487	0.19	0.176	1
Zfp157	0.533980767212655	0.0874907638049809	0.168	0.154	1
Mrpl48	0.534655438273046	0.00455357960751362	0.192	0.206	1
Ccdc124	0.534798999796933	0.0572723320330066	0.204	0.194	1
Eif2ak3	0.535082780315202	-0.0715496301623288	0.213	0.221	1
Xpc	0.535203819761125	0.111687654337901	0.118	0.103	1
Slc10a3	0.535390886363186	0.0613550340013658	0.136	0.135	1
9930012K11Rik	0.535417727517296	-0.00995172792442268	0.112	0.12	1
Nol12	0.535431380652321	0.0380792789609028	0.122	0.13	1
Rinl	0.535684084422356	0.121613571107881	0.171	0.162	1
Ppfia1	0.536016172703673	0.0642080603990545	0.224	0.216	1
Fam212a	0.536434440617032	-0.0337579523284758	0.106	0.108	1
P4hb	0.536921138971701	0.0350424011609256	0.157	0.15	1
Fam204a	0.53694144524035	-0.0211901863461478	0.248	0.24	1
Rpap3	0.53698107687602	0.0235312096679433	0.189	0.174	1
Prpf4	0.536999130344449	-0.0108134509718639	0.096	0.11	1
Prkdc	0.537023289871817	-0.000481647912823305	0.167	0.181	1
Arhgdia	0.537422859930899	0.0839125934573342	0.402	0.446	1
Ublcp1	0.537697094786158	0.0526539590407675	0.147	0.135	1
Pgrmc1	0.537745237783439	0.0697920804117078	0.198	0.184	1
Ewsr1	0.537804267118004	0.168305728556574	0.403	0.402	1
1110038F14Rik	0.537883774040838	0.0911264877860187	0.234	0.223	1
Ms4a4b	0.537974546601264	0.102613755192532	0.712	0.782	1
Ywhag	0.539061069172453	0.0287200842824751	0.136	0.123	1
Derl2	0.539306701080145	-0.00559632384055703	0.126	0.132	1
Papd7	0.53931027917889	-0.0593441217619006	0.103	0.12	1
Lancl2	0.539372306128038	-0.000192562879194953	0.126	0.137	1
Churc1	0.539622878732843	0.137924973740617	0.405	0.409	1
Mapre1	0.539739868851893	0.0337336418848702	0.298	0.294	1
Gem	0.539799007446228	-0.0478611841885599	0.205	0.213	1
Eif4g2	0.539800677109884	0.095875145018079	0.475	0.485	1
Bloc1s1	0.539919330008557	0.134576632106682	0.257	0.24	1
Zfp707	0.540051795781952	-0.0252346393684028	0.119	0.127	1
Atg2a	0.540447333776666	0.00935032504256472	0.222	0.213	1
Cep95	0.540887502024153	-0.0109672668563301	0.11	0.108	1
Irf2bp2	0.541017170319631	0.121568957416853	0.188	0.189	1
Rrp15	0.541265517258718	-0.0685875013367364	0.122	0.135	1
Tm9sf1	0.541909963280267	0.0406538764259899	0.18	0.152	1
Zfp598	0.542084132736408	0.0214710735145788	0.157	0.169	1
Kctd5	0.542124402121756	0.0446842955310144	0.113	0.11	1
Actn2	0.542394362620173	-0.0165528123966681	0.226	0.218	1
Zdhhc3	0.542526934468355	0.0766638279221707	0.127	0.11	1
AW146154	0.54264601646742	-0.00742608381146713	0.102	0.096	1
Sys1	0.542734327647216	0.166826053703947	0.417	0.422	1
Pbrm1	0.542857474443329	0.168733056993107	0.249	0.25	1
Sdhaf1	0.543237964612091	0.0709841564916422	0.302	0.326	1
Bcl2a1b	0.543566336787233	0.0310704103085646	0.219	0.208	1
Smim19	0.543605628605639	-0.0439437013678567	0.136	0.137	1
Ctla2a	0.544194161865531	-0.00935945899469182	0.215	0.225	1
Taf2	0.544406754907802	0.105731088428374	0.108	0.093	1
Irak1	0.544411278053807	-0.0143548007710238	0.126	0.13	1
Lgals8	0.544577781649537	0.104210158247503	0.193	0.181	1
Anapc5	0.544816148919593	0.0915011788175596	0.212	0.223	1
Espn	0.544878028607138	0.0828381780126394	0.126	0.11	1
Fbxo18	0.54510320841214	0.0161762963401064	0.144	0.135	1
Psme2b	0.545779274422897	-0.00261344287816467	0.116	0.123	1
Hnrnpr	0.546623863427595	0.192812873103838	0.271	0.26	1
Rcn1	0.54700838886344	-0.0012923706683123	0.104	0.125	1
Akap10	0.547925382759086	0.0634603964927753	0.123	0.127	1
Kdm5b	0.5481969826359	0.09280272907797	0.217	0.208	1
Tk1	0.548253580082977	0.0309953559769201	0.114	0.125	1
Wdr75	0.548402980234909	0.0374384382394964	0.14	0.142	1
Aaed1	0.548656967676633	-0.0185313469300974	0.151	0.147	1
Bap1	0.548843618369764	0.0396690906094197	0.179	0.167	1
Ccdc173	0.548985903437135	0.041147687860963	0.149	0.142	1
Seh1l	0.54901057787205	0.0155169521403523	0.163	0.172	1
Tfeb	0.549076258004817	0.0294478617432186	0.167	0.169	1
Cd53	0.549213628042707	0.0778133569560824	0.609	0.654	1
Smc5	0.549409062541347	0.108283475610623	0.171	0.176	1
Cerk	0.549570177293738	0.0225901921806666	0.168	0.159	1
Ndufs4	0.549591005605743	0.134965946491688	0.344	0.336	1
Bccip	0.549781215745167	0.208914607757784	0.247	0.23	1
Acbd6	0.549877451961523	0.156194133682829	0.181	0.164	1
Slc15a2	0.550479018037832	0.00363774656269367	0.211	0.203	1
Hnrnph2	0.550674140770307	0.0364174563243201	0.231	0.245	1
Tmpo	0.550774594416925	0.103808285541857	0.262	0.25	1
Aprt	0.550787536564189	0.0745307751316883	0.304	0.328	1
Orc4	0.550805367026475	0.0630470011606674	0.223	0.23	1
Glmn	0.550859966136191	-0.00366182092741327	0.172	0.186	1
Mettl6	0.551001226998963	-0.00377488455703939	0.139	0.145	1
Rbm48	0.55141623619457	0.0583063352722006	0.209	0.216	1
Tnrc6b	0.551461714918697	0.0572467308052901	0.241	0.27	1
Sin3a	0.551518826224646	0.0365976207467215	0.152	0.14	1
Fam210b	0.551707690219847	0.0236400686157132	0.167	0.164	1
Rsrc2	0.552459284158767	0.0738943039946878	0.425	0.461	1
Pdpr	0.55273474100087	0.0423834654881562	0.12	0.083	1
Tram1	0.552850789951176	0.128568021976248	0.299	0.299	1
Tmlhe	0.552971814470545	0.00528476594784239	0.112	0.074	1
Nceh1	0.553032788734637	0.0164057088759719	0.158	0.15	1
Etv6	0.553759813263808	0.00167925308867591	0.171	0.186	1
Dpp9	0.554323662055312	-0.0342537445837328	0.182	0.172	1
2310009B15Rik	0.554381047279017	0.0212616085235904	0.176	0.169	1
Ndufs8	0.554440617403086	0.0817927046448806	0.294	0.306	1
Cux1	0.554441552750893	-0.00826425334832726	0.189	0.196	1
Zmpste24	0.554574930997487	-0.010127329322434	0.16	0.157	1
Lmbrd2	0.554734120187639	-0.0266964026221336	0.112	0.11	1
Mthfd2l	0.554803688191806	0.0429618863703155	0.16	0.154	1
Trbv31	0.554841812759014	0.0242664571539414	0.098	0.11	1
Lsm10	0.55500065899445	0.0403506160404316	0.185	0.191	1
Zfp639	0.555233721497332	0.0279956139181737	0.207	0.216	1
Rpn2	0.55532641710402	0.0300325730352387	0.278	0.27	1
Mtfr1	0.55538121080963	-0.013884378294064	0.118	0.108	1
Sh2d2a	0.555558824108184	0.114874068421504	0.26	0.27	1
Ube2j1	0.555605678755974	0.0705749467797736	0.164	0.154	1
Kti12	0.555642936012378	0.0442309450430309	0.234	0.243	1
Etv3	0.556899920360171	0.0248897533276409	0.205	0.199	1
Hsdl1	0.557150295738586	0.100196505688078	0.234	0.23	1
Mlxip	0.557198723196618	0.0639267766439735	0.175	0.152	1
Il18r1	0.557569586246698	-0.0105648827911307	0.2	0.206	1
Hectd3	0.5576502760813	0.0215892784977603	0.132	0.137	1
Ifrd2	0.558084201898481	-0.0146977653782615	0.137	0.13	1
Naga	0.558151053980571	-0.00748297292349964	0.171	0.194	1
Wasf2	0.558309917384848	0.120067589248312	0.317	0.311	1
Sergef	0.558353355738666	-0.041631390343956	0.114	0.13	1
Vsir	0.55838718077025	0.0959123844085179	0.3	0.289	1
Rnf167	0.55908904992781	0.130516539247648	0.21	0.201	1
Def6	0.559170495921958	0.193104749444252	0.195	0.184	1
Dnajc17	0.559747942818431	0.0623825935268359	0.134	0.12	1
Pars2	0.5598246338081	-0.00951244368496248	0.106	0.069	1
Prkx	0.560052346439618	0.0638117331500133	0.17	0.154	1
Cdk11b	0.560528616004361	0.0504877760651787	0.368	0.392	1
Fam193b	0.560661467209556	-0.0217393005827561	0.132	0.142	1
Bax	0.560774039724244	0.0809689306736358	0.315	0.326	1
H2-T22	0.560828615241787	0.147748632604028	0.421	0.453	1
Dtnbp1	0.561531804808886	0.0962056105690897	0.18	0.184	1
R3hdm2	0.561666737122773	0.0248646584832317	0.146	0.125	1
Slc35e3	0.561996073803623	-0.0163941220222502	0.104	0.088	1
Tmem131l	0.562043038335555	0.0585759849497677	0.134	0.14	1
Khdrbs1	0.56220049076904	0.131810953430085	0.291	0.314	1
Nfe2l2	0.562467899255326	-0.0681006232311188	0.178	0.174	1
Spg7	0.562530078547774	-0.0140072419038824	0.198	0.186	1
Mrpl23	0.562541499067025	0.0917987012879571	0.371	0.409	1
Cwf19l2	0.562575755975537	0.137063198151031	0.178	0.172	1
Rps6ka5	0.562962095357731	0.0246389022986478	0.184	0.172	1
Ulk3	0.563154092568742	-0.0319073065281913	0.13	0.147	1
Exoc6	0.563287117734855	0.0922768060602568	0.158	0.159	1
Hnrnpul2	0.563346444710323	0.12307844334018	0.256	0.24	1
Ndufb2	0.563480201379718	0.103462048300312	0.276	0.282	1
Nop53	0.563558702761898	-0.0116317265497075	0.588	0.637	1
Rybp	0.563656453189458	0.0159572208701032	0.132	0.142	1
Trp53i13	0.563981457915464	0.0324842110153653	0.207	0.199	1
Gcc2	0.564077575022491	0.150557939579979	0.265	0.255	1
Acox1	0.564224899214097	0.0380112167471519	0.183	0.181	1
Trp53rkb	0.564576921921175	0.0269418345983327	0.134	0.132	1
Srbd1	0.564683028182872	0.00890475050780964	0.125	0.118	1
Ucp2	0.564732748042017	0.128581656472085	0.332	0.373	1
Mcrip1	0.564785306567723	0.0792730352526494	0.302	0.294	1
Serinc3	0.564995625624565	0.00500095738807149	0.203	0.199	1
Agfg2	0.565143318447037	0.0947705067455301	0.125	0.123	1
Fam213a	0.56546614986765	0.044884149442838	0.154	0.127	1
Traf6	0.565692474415749	-0.0129106681153244	0.203	0.208	1
Rab5c	0.566085253899695	0.0850843493370561	0.265	0.279	1
1810041H14Rik	0.566314799713214	-0.0693268298466352	0.162	0.162	1
1700037C18Rik	0.566357492778477	-0.0242785587338415	0.108	0.127	1
Psmd12	0.566399078436134	0.0874812257086444	0.27	0.265	1
Lmnb1	0.566506797915866	-0.0473820601970304	0.215	0.223	1
Qrich1	0.5676048750369	0.0345379285460364	0.202	0.216	1
Gm20604	0.567654066049835	-0.0112793700350162	0.147	0.14	1
Taf11	0.568027278449793	0.107474694929196	0.166	0.15	1
Lyar	0.568104823670217	0.0142809267728269	0.254	0.243	1
Actr3	0.568788187753357	0.0891331847554482	0.554	0.608	1
Tmem97	0.568906635057594	-0.0120054113197215	0.133	0.14	1
Chd6	0.568944921441846	0.105115230165499	0.17	0.159	1
Tsg101	0.569202011258215	0.104464000293146	0.168	0.15	1
Cetn3	0.569228665855428	0.170848594301353	0.331	0.333	1
Gpr171	0.569266295616243	0.0887277560225901	0.22	0.203	1
Rpusd2	0.569536129332048	0.024569725178421	0.114	0.098	1
Rars	0.570250151587996	0.0983443720998988	0.116	0.103	1
Bcl11b	0.570453762068006	0.189109470807399	0.378	0.377	1
Smc2	0.571068602119213	0.105252894206341	0.171	0.169	1
Igkc	0.571116644214121	0.0575401303506637	0.307	0.319	1
Emc8	0.57112109080163	0.0458269859280844	0.143	0.132	1
Zfp207	0.571593500732217	0.101003430922436	0.286	0.287	1
Tcp1	0.571745656071696	-0.00296822373934591	0.255	0.252	1
Mis18a	0.571773003489668	0.0212324561699027	0.166	0.172	1
Tm6sf1	0.571857922801248	-0.0018046560486433	0.173	0.167	1
Gm26698	0.572048203981745	0.0232487661683644	0.109	0.105	1
Tmf1	0.572155294591494	0.0890349446673437	0.252	0.255	1
Os9	0.572460311691877	0.0369305450971984	0.25	0.257	1
Chrac1	0.572595100270779	0.0476498804893922	0.284	0.304	1
Chd2	0.572639129931046	0.0763371941728863	0.455	0.483	1
Igsf8	0.572727186863148	-0.014607433039693	0.12	0.113	1
Gm19585	0.572780749228054	0.0487807894874188	0.104	0.118	1
Ring1	0.572920664101003	-0.00863022031777533	0.189	0.201	1
Nde1	0.57293965005348	-0.0354935038047771	0.126	0.12	1
Smim15	0.573086336571168	0.0772570205198325	0.182	0.189	1
Ubxn1	0.573329625111305	0.18275787005881	0.279	0.275	1
Emc6	0.57351462240342	0.0858869590058371	0.333	0.336	1
Frrs1	0.573563421191099	-0.0253142329615884	0.165	0.181	1
Gm28875	0.574231042114831	0.060406198190176	0.113	0.069	1
Serf1	0.574549421587778	-0.00660669029533865	0.105	0.096	1
Top3a	0.574945306427454	0.0524866036450277	0.172	0.186	1
Cog7	0.575034044166833	-0.0161403316817647	0.115	0.123	1
Tardbp	0.575118161733452	-0.0140425348103907	0.192	0.201	1
Tsr1	0.575697281673095	0.0798714017025953	0.146	0.15	1
Gnpat	0.576007033901499	0.0528256989976029	0.144	0.137	1
Hdac10	0.576103618211449	0.0394811099979506	0.134	0.12	1
Eif3e	0.576373168868155	-0.0432042172402745	0.62	0.659	1
Zeb1	0.576630625406276	0.0324243169573268	0.221	0.23	1
Cuedc1	0.576864221430833	0.0402705043859931	0.155	0.147	1
Tstd2	0.577336846179913	0.0168560055968681	0.165	0.172	1
Chd7	0.577439600589709	0.0551811121929972	0.271	0.272	1
9530068E07Rik	0.577620789727208	0.0676051039553186	0.168	0.174	1
Prag1	0.577636837471392	0.0104559722507797	0.16	0.142	1
Taco1	0.577724116675105	0.036652390840018	0.134	0.12	1
Bbx	0.578131561778762	0.129858245066897	0.202	0.184	1
Mgea5	0.578374071014832	0.064991843749941	0.238	0.233	1
Nelfa	0.578638883872614	-0.0318879890695011	0.141	0.135	1
Tmem128	0.578674041832403	0.0824498757691233	0.234	0.238	1
Nubp1	0.578722064749364	0.0133067694813415	0.175	0.189	1
Syvn1	0.578766571144154	0.0333395636475461	0.167	0.164	1
Ifng	0.579180713764888	-0.0131549497115538	0.215	0.211	1
Pebp1	0.579181828569002	0.0355119372420101	0.285	0.301	1
Herc4	0.579329832132169	-0.0217799560894477	0.25	0.245	1
Dusp12	0.57987569414773	0.0764629757008426	0.155	0.154	1
Cycs	0.580473836226594	0.019270993986649	0.321	0.328	1
Sfn	0.581267641797143	0.046056428071577	0.186	0.184	1
Ino80d	0.581575972289837	-0.0117829300923256	0.2	0.208	1
Ccdc88c	0.582240611893943	0.0492224712451224	0.291	0.309	1
Opa3	0.58244240483656	0.0422383290096496	0.115	0.1	1
Ncaph2	0.582965108347794	0.104605721116123	0.163	0.164	1
U2surp	0.583062897046364	0.111016996628328	0.319	0.314	1
Polr2j	0.583285202724315	0.0148972046720314	0.209	0.216	1
Dap3	0.583324542928468	0.0795293874096523	0.241	0.25	1
Dhx30	0.584039988877535	0.146016403631726	0.176	0.179	1
Tmem251	0.5846319908657	-0.00335776106937552	0.211	0.221	1
Cuta	0.584637235904035	0.216573075503025	0.276	0.289	1
Nenf	0.584693152622679	-0.0710229155061451	0.181	0.191	1
Ccdc130	0.584975957609743	0.0183615690009555	0.157	0.14	1
Bud31	0.585289390479106	0.166983693557505	0.301	0.292	1
Dapp1	0.585516431518198	0.0701000660996381	0.194	0.184	1
Atp1b1	0.585543401424019	0.124618052457709	0.247	0.245	1
Cnot6l	0.585690683046294	0.0912471250870819	0.186	0.179	1
Oasl1	0.58578114643675	0.0211704015805847	0.101	0.105	1
Utp3	0.586071904174944	0.147588885454899	0.311	0.326	1
Map3k10	0.586102017318508	-0.0081708580254217	0.121	0.113	1
P4ha1	0.586143247717116	0.0432203716819525	0.171	0.176	1
Ubac2	0.586525353395872	0.118665792513662	0.344	0.363	1
Prdx4	0.587279243119695	-0.0149621485159884	0.163	0.154	1
Fmnl1	0.587801172477739	0.0839197388664202	0.223	0.233	1
Sh2b3	0.587884372505761	0.0233887912474511	0.102	0.096	1
Kdm5c	0.588255398004583	0.0234889505271142	0.217	0.223	1
Lman2l	0.588498427672023	-0.0468196604489054	0.099	0.113	1
Zyx	0.588777527788376	0.0467442535940437	0.131	0.14	1
Jarid2	0.590274281103335	0.0444672956237845	0.222	0.213	1
Mlf2	0.590362703497433	0.115872478720147	0.156	0.167	1
Higd2a	0.590567685070736	0.0680040349712344	0.34	0.368	1
Ehmt1	0.59072942430646	0.124397633766496	0.21	0.196	1
Rnf187	0.591015079732698	0.127415562413718	0.302	0.294	1
4932422M17Rik	0.591310343432098	0.0473424067506403	0.101	0.1	1
Ythdc2	0.591747318856113	0.0465801019436587	0.203	0.194	1
Cers4	0.592380489088431	0.0705325861574407	0.149	0.13	1
Lin37	0.592607436009442	0.0871575736850947	0.222	0.208	1
Nono	0.592683195076663	0.164727361674785	0.308	0.321	1
Arl5b	0.592761279051586	0.0915131205608832	0.233	0.221	1
Msh2	0.593040974011131	0.118081327441485	0.162	0.162	1
Kbtbd2	0.593092422586934	-0.00843225068486128	0.24	0.25	1
Eral1	0.593560426920423	0.0529008137085504	0.111	0.123	1
Crtc2	0.593860167573897	0.0498766318330953	0.155	0.13	1
Hars2	0.594076774909514	0.0493701892435776	0.152	0.159	1
Mia2	0.594208088120689	0.0504329840899802	0.263	0.25	1
Atxn3	0.594558712227266	0.0376751838909485	0.155	0.11	1
Wdr34	0.594580134344762	0.0104401138689668	0.13	0.115	1
Mrpl21	0.594852534634378	0.0880149897439187	0.316	0.333	1
Map1lc3a	0.595454186420286	-0.0199143725176447	0.253	0.243	1
Cenps	0.595838922586587	0.00233332030412874	0.162	0.167	1
Ifi27	0.59613532572859	0.068763840341814	0.398	0.412	1
Dpm2	0.596217690915552	0.0434557195779693	0.192	0.196	1
Slc25a37	0.596262985448359	0.00235108832483686	0.095	0.103	1
Ccnl1	0.596659823437224	0.0787963646799452	0.515	0.517	1
Cenpc1	0.596694130456776	-0.0480331022011226	0.204	0.213	1
Ndufaf2	0.598907078324642	0.217818615579719	0.159	0.137	1
Dock10	0.598963778720423	0.0559477817960204	0.287	0.297	1
1110004F10Rik	0.599432495427537	0.101789275974145	0.32	0.314	1
Smchd1	0.599527668108046	0.104197258438217	0.271	0.267	1
Vcpkmt	0.599680654383462	0.0724632959693552	0.149	0.14	1
Mettl14	0.600039648968435	0.0331400280355044	0.16	0.159	1
Mri1	0.600065843695386	-0.0100032127517581	0.136	0.15	1
Sec23a	0.600098680072495	0.053517352944593	0.144	0.12	1
S1pr4	0.600164693176781	0.0083812762295199	0.162	0.159	1
Klhdc1	0.600343965624532	0.25701190009753	0.168	0.15	1
Ptp4a1	0.60065053048357	0.0382163649896203	0.339	0.331	1
Clpb	0.600805345601446	0.0677630035151593	0.131	0.125	1
Otud6b	0.60113485371438	0.0297739573758002	0.193	0.191	1
Gm26882	0.601375768689663	0.0394783144933222	0.21	0.201	1
Abr	0.601504421115284	0.0340728814371034	0.105	0.11	1
Srfbp1	0.601734534484144	0.0745793593265668	0.141	0.145	1
Dedd	0.601759145604883	0.0269655279543155	0.12	0.11	1
Spout1	0.601868125913036	0.0126316316643401	0.132	0.135	1
Sirt3	0.602047241253449	0.0154610141665881	0.107	0.098	1
Acsl4	0.602064348478359	0.0284891467870093	0.155	0.147	1
Git1	0.602823485905548	0.0558113743359254	0.139	0.145	1
Cep164	0.603298629396225	0.0960178545600427	0.213	0.206	1
Glrx3	0.6034368558269	0.0243389719340953	0.244	0.24	1
Ssu72	0.603677561908249	0.139148789479201	0.372	0.375	1
Golga7	0.604288218425191	0.124640043968894	0.142	0.127	1
Dcaf12	0.60444876679805	0.0135368023222489	0.188	0.199	1
Eif5a	0.604544221037548	0.0456101285799158	0.632	0.706	1
9430060I03Rik	0.604575409660795	-0.00201420737045549	0.092	0.115	1
Tanc1	0.604597167364374	-0.0791573994475985	0.096	0.113	1
Gm4707	0.604925181086125	0.0779752237466238	0.237	0.223	1
Cyp4f13	0.605079314248693	0.0531987098027744	0.195	0.186	1
Llph	0.605374042175789	0.0416714875490407	0.358	0.385	1
Dnajc3	0.605552135356074	0.162667090817004	0.282	0.292	1
Dgcr14	0.605891749807004	0.0111099504071882	0.167	0.174	1
B2m	0.606246596445153	-0.00619004433435189	0.998	0.995	1
Rad21	0.60661941194406	0.056207832307179	0.222	0.211	1
D17Wsu92e	0.607148250797352	0.0813947804629327	0.146	0.13	1
Gripap1	0.607359421972059	0.0159229120272167	0.176	0.189	1
Trim11	0.60787973197387	-0.000992607049813299	0.13	0.137	1
Nubp2	0.607900601837705	-0.0686999505903967	0.167	0.179	1
Nifk	0.608336825061267	0.0311427448171189	0.221	0.228	1
Pak2	0.608467581587589	0.108458180928862	0.284	0.279	1
Snx11	0.608716144304032	0.028633791807617	0.105	0.096	1
Kdm3b	0.60878228042871	0.0649210302069692	0.211	0.208	1
Hif1an	0.609060845888188	0.0702861371294823	0.262	0.255	1
Rsbn1l	0.609202475827684	0.093427551539942	0.318	0.306	1
Krt10	0.609310927573564	0.0438661762168829	0.157	0.15	1
Exoc1	0.609531895924611	-0.054711613124563	0.127	0.145	1
Ccdc22	0.609909983426397	-0.00728397048052701	0.109	0.105	1
Ddx54	0.609982122141996	0.0907679395050289	0.229	0.24	1
Maf	0.60998997785335	-0.0501358617089803	0.138	0.152	1
Hint2	0.610489535516845	-0.00902566437429075	0.252	0.265	1
Wapl	0.610518579761475	0.133432536037803	0.244	0.248	1
Elavl1	0.610642834916921	0.142615880245242	0.289	0.282	1
Baz1a	0.610881513664786	-0.00621833899268706	0.181	0.169	1
Tmem199	0.61103049279348	0.0697138903048284	0.134	0.135	1
Camk2b	0.611517080748803	0.0559399388573463	0.102	0.098	1
Csrp1	0.612259265630065	0.111503971240124	0.157	0.162	1
Casp6	0.6125360793389	0.0700961806739098	0.167	0.169	1
Myb	0.61258521248379	0.14816840318151	0.218	0.218	1
Gimap6	0.612720609281126	0.0756760914710282	0.732	0.777	1
Bnip3l	0.613073683882727	0.119227255959521	0.385	0.397	1
Zfp106	0.613485559316189	0.15508764369616	0.181	0.164	1
Ttc38	0.613508490389962	0.0245575572132744	0.109	0.125	1
Tap1	0.613515253232614	0.119472499533877	0.18	0.184	1
Yars2	0.614004153782094	0.0171087844567145	0.147	0.15	1
Ctnna1	0.614294381105656	0.017777908308544	0.151	0.137	1
Ubald2	0.614399212816069	0.0963263387924151	0.403	0.414	1
Xlr4b	0.614922622143786	0.101418491373478	0.139	0.135	1
Ubqln1	0.615246448105032	0.121955849600364	0.192	0.176	1
Srp54a	0.615603686724217	-0.00151752729933533	0.207	0.213	1
Aktip	0.615794726192847	0.0460216748920499	0.134	0.125	1
Cdk2	0.615868950060168	0.0348796706571528	0.141	0.13	1
Cic	0.615886681822212	0.103006546247463	0.12	0.105	1
Spag7	0.616268380540037	0.0784508664747899	0.12	0.123	1
Qars	0.616595710140376	-0.0339169586637206	0.186	0.199	1
Mapkap1	0.616648768959541	0.0629073254868037	0.15	0.14	1
Tyw3	0.616726383450328	0.0113847348545753	0.083	0.108	1
