p_val	avg_logFC	pct.1	pct.2	p_val_adj	abs	genename
Smim27	0.347676008821309	0.226217715745563	0.225	0.215	1	0.226217715745563	Smim27
Asrgl1	0.348064137836756	0.0714341052563571	0.175	0.187	1	0.0714341052563571	Asrgl1
Zfp938	0.348187040365646	-0.0040448636847685	0.12	0.11	1	0.0040448636847685	Zfp938
Sirt7	0.348575742480917	0.146438876086861	0.335	0.366	1	0.146438876086861	Sirt7
BC031181	0.350011307849368	0.164718560695036	0.318	0.322	1	0.164718560695036	BC031181
Txndc9	0.350162194322258	0.148094790442624	0.262	0.278	1	0.148094790442624	Txndc9
Gosr1	0.350200147943492	0.00162571065951722	0.219	0.209	1	0.00162571065951722	Gosr1
H2-Oa	0.35058859677491	0.0384344390656771	0.269	0.288	1	0.0384344390656771	H2-Oa
Sac3d1	0.351312231345542	0.0757866817482427	0.218	0.23	1	0.0757866817482427	Sac3d1
Acp5	0.352333688878342	0.189192129104903	0.49	0.538	1	0.189192129104903	Acp5
Zfp51	0.352499411745976	0.0496390894488163	0.118	0.108	1	0.0496390894488163	Zfp51
Smarca4	0.352546365440815	0.0107622469357313	0.171	0.162	1	0.0107622469357313	Smarca4
Trappc2l	0.352555940977289	0.172799457291283	0.295	0.295	1	0.172799457291283	Trappc2l
Fcer1g	0.352599474298257	0.0557271122552568	0.309	0.311	1	0.0557271122552568	Fcer1g
Prpf38b	0.352720221785633	0.0694020831916273	0.398	0.434	1	0.0694020831916273	Prpf38b
Slc20a2	0.352798154239667	0.00741306885158861	0.107	0.133	1	0.00741306885158861	Slc20a2
Acadvl	0.35325318404811	0.0849182241342005	0.212	0.208	1	0.0849182241342005	Acadvl
Tmed5	0.353316899286077	0.0922550676171197	0.321	0.315	1	0.0922550676171197	Tmed5
Tsn	0.354360784941969	0.228750029495901	0.313	0.342	1	0.228750029495901	Tsn
Gm26830	0.355189709510057	0.00827857311182412	0.111	0.121	1	0.00827857311182412	Gm26830
Zbtb26	0.35624256961379	0.0252170338095301	0.134	0.132	1	0.0252170338095301	Zbtb26
Tsix	0.35639374001239	0.0548328140665552	0.104	0.088	1	0.0548328140665552	Tsix
Gm43672	0.356454048674684	0.0471605559249041	0.16	0.141	1	0.0471605559249041	Gm43672
Plekhm3	0.356759430038269	-0.0155426144271213	0.078	0.103	1	0.0155426144271213	Plekhm3
Nadk	0.356998200223796	0.117338576424983	0.223	0.215	1	0.117338576424983	Nadk
Bloc1s6	0.35710370782649	0.0765276482868508	0.135	0.139	1	0.0765276482868508	Bloc1s6
Ldha	0.357838359470224	0.173763922262643	0.504	0.567	1	0.173763922262643	Ldha
Sft2d1	0.357884811176752	0.0665470297710468	0.18	0.175	1	0.0665470297710468	Sft2d1
Appl1	0.358073022002065	0.138494061005261	0.273	0.268	1	0.138494061005261	Appl1
Zswim7	0.35868051183791	-0.0408452871018045	0.217	0.219	1	0.0408452871018045	Zswim7
Hdac2	0.35946518312399	0.160489517159802	0.263	0.256	1	0.160489517159802	Hdac2
Lrrc14	0.360037840764172	0.0356329422568768	0.138	0.121	1	0.0356329422568768	Lrrc14
Akr7a5	0.360142228021959	-0.0150441713669038	0.212	0.204	1	0.0150441713669038	Akr7a5
1810030O07Rik	0.360603759423044	0.046475523704074	0.112	0.125	1	0.046475523704074	1810030O07Rik
Cs	0.360728263226056	0.0504909774291826	0.242	0.263	1	0.0504909774291826	Cs
Sass6	0.361002916409481	0.0717294334186874	0.183	0.174	1	0.0717294334186874	Sass6
Gpatch2l	0.361525274740916	-0.0130379455473104	0.219	0.218	1	0.0130379455473104	Gpatch2l
Gng12	0.361577266298635	0.0384578806737247	0.219	0.208	1	0.0384578806737247	Gng12
Ap2m1	0.361909827925161	0.228879030714664	0.335	0.327	1	0.228879030714664	Ap2m1
C87436	0.361992493333338	0.0724414709101818	0.284	0.28	1	0.0724414709101818	C87436
Cd96	0.362061868727731	0.28037344355116	0.321	0.319	1	0.28037344355116	Cd96
AY036118	0.362183878392724	0.00633043718330895	0.157	0.15	1	0.00633043718330895	AY036118
Grk2	0.362343012065448	0.0859516012407699	0.236	0.25	1	0.0859516012407699	Grk2
Ppp1r9b	0.362349793276832	0.0595474626927886	0.198	0.209	1	0.0595474626927886	Ppp1r9b
Rc3h1	0.362754358109341	0.0566466482786939	0.25	0.254	1	0.0566466482786939	Rc3h1
Cat	0.362939401941586	0.0551524865382423	0.23	0.24	1	0.0551524865382423	Cat
Zmynd19	0.363028617654219	-0.0273623466091417	0.056	0.103	1	0.0273623466091417	Zmynd19
Agfg1	0.363371992239119	0.106588728968614	0.206	0.209	1	0.106588728968614	Agfg1
Skil	0.363413333147926	0.0802951344526268	0.263	0.257	1	0.0802951344526268	Skil
Slc36a3os	0.364809269523083	0.0376550283322108	0.198	0.189	1	0.0376550283322108	Slc36a3os
Mycbp	0.36493656145854	0.0472490069817487	0.207	0.197	1	0.0472490069817487	Mycbp
Efr3a	0.365298847731988	0.147496859947181	0.279	0.272	1	0.147496859947181	Efr3a
Rrs1	0.3659551986362	-0.0637581555278736	0.291	0.314	1	0.0637581555278736	Rrs1
Auh	0.36603526702	0.0479266967829592	0.199	0.214	1	0.0479266967829592	Auh
Appbp2	0.366459879410663	0.0757186192512792	0.196	0.181	1	0.0757186192512792	Appbp2
Endog	0.366607542673003	0.0481121437329786	0.29	0.291	1	0.0481121437329786	Endog
Timm17a	0.366676338917238	0.139836045149449	0.248	0.269	1	0.139836045149449	Timm17a
Tram1	0.366687823173326	0.20698295489988	0.37	0.379	1	0.20698295489988	Tram1
Canx	0.367095537627123	0.105183704610849	0.247	0.271	1	0.105183704610849	Canx
Mib1	0.367475310970718	0.0215269196399462	0.143	0.138	1	0.0215269196399462	Mib1
Zdhhc21	0.367499210078422	0.0202057644452321	0.171	0.182	1	0.0202057644452321	Zdhhc21
Taf1	0.36751267140892	0.0475535217579315	0.204	0.214	1	0.0475535217579315	Taf1
Ncoa5	0.368051468968738	0.0740291366883159	0.15	0.157	1	0.0740291366883159	Ncoa5
Matr3	0.368113355874054	0.0887601103557304	0.418	0.456	1	0.0887601103557304	Matr3
Hras	0.368159520582709	0.0107435985532401	0.099	0.107	1	0.0107435985532401	Hras
Snrpb	0.368472306895066	0.166604660181139	0.55	0.601	1	0.166604660181139	Snrpb
Gm10062	0.368989919526548	0.0577067055588118	0.242	0.251	1	0.0577067055588118	Gm10062
Ets2	0.369702170722928	0.0269236306260419	0.221	0.21	1	0.0269236306260419	Ets2
Traf5	0.370396074274811	0.0181455944398713	0.174	0.168	1	0.0181455944398713	Traf5
Mrps26	0.370966026089658	0.103010150679015	0.291	0.297	1	0.103010150679015	Mrps26
Snrpd2	0.371263304431127	0.108497931535577	0.486	0.57	1	0.108497931535577	Snrpd2
Irf2	0.371334979060237	0.107230245479267	0.339	0.364	1	0.107230245479267	Irf2
Myc	0.372051541834147	0.144718134365988	0.162	0.177	1	0.144718134365988	Myc
Birc5	0.372206897644267	0.0175384934805429	0.131	0.132	1	0.0175384934805429	Birc5
Ankrd9	0.372907033119885	0.0675123492369087	0.167	0.165	1	0.0675123492369087	Ankrd9
Eif4e3	0.373177869436509	0.111566660348859	0.242	0.226	1	0.111566660348859	Eif4e3
Hadh	0.37336266963208	0.0872533625576177	0.264	0.274	1	0.0872533625576177	Hadh
Evl	0.373389065924871	0.1459726331644	0.491	0.534	1	0.1459726331644	Evl
H2-M3	0.373586288236598	0.136117507818614	0.236	0.226	1	0.136117507818614	H2-M3
Ndufa1	0.373620159527795	0.2155537424622	0.484	0.538	1	0.2155537424622	Ndufa1
Copz1	0.373676131140317	0.0567689258880107	0.237	0.265	1	0.0567689258880107	Copz1
Atp5c1	0.374111950269657	0.0774797421621101	0.534	0.641	1	0.0774797421621101	Atp5c1
Dbf4	0.375157898788906	-0.0182357046539012	0.247	0.253	1	0.0182357046539012	Dbf4
Gm3448	0.375516462524379	0.000111870970740363	0.19	0.197	1	0.000111870970740363	Gm3448
Nbdy	0.376907226156184	0.0351526203120792	0.199	0.217	1	0.0351526203120792	Nbdy
Gfm1	0.377172339067422	-0.0151049732125205	0.189	0.211	1	0.0151049732125205	Gfm1
Ift52	0.37718108510865	-0.00973665315604638	0.191	0.186	1	0.00973665315604638	Ift52
Trpv2	0.377533393807865	0.0959735331910892	0.124	0.111	1	0.0959735331910892	Trpv2
Tbxa2r	0.377953687810231	0.0205733853993812	0.12	0.114	1	0.0205733853993812	Tbxa2r
Cenpq	0.37820298611591	0.0105549894039476	0.225	0.222	1	0.0105549894039476	Cenpq
Cgrrf1	0.378273782242071	0.0278832959711266	0.128	0.108	1	0.0278832959711266	Cgrrf1
Gnas	0.378557541482581	0.120110772875125	0.368	0.373	1	0.120110772875125	Gnas
Srp14	0.37858861675465	0.240727853637395	0.46	0.512	1	0.240727853637395	Srp14
Lncpint	0.378966757128083	-0.0765197533553793	0.292	0.313	1	0.0765197533553793	Lncpint
Isg15	0.379224454605089	0.306132818594287	0.249	0.235	1	0.306132818594287	Isg15
Dmac2	0.379475090068051	0.0821924620039997	0.225	0.218	1	0.0821924620039997	Dmac2
Zfp513	0.37958229876942	-0.0105595590791309	0.149	0.17	1	0.0105595590791309	Zfp513
Nf1	0.379724785085	0.00190257798947732	0.187	0.175	1	0.00190257798947732	Nf1
Trim12c	0.379966729295115	0.117583116602659	0.162	0.17	1	0.117583116602659	Trim12c
Ubac1	0.379971854443366	0.143467741787658	0.14	0.137	1	0.143467741787658	Ubac1
Pde4d	0.379988771729867	0.119525109176132	0.215	0.221	1	0.119525109176132	Pde4d
Jrkl	0.380110301441871	0.00267741547187193	0.17	0.164	1	0.00267741547187193	Jrkl
Ctse	0.380172973390009	0.127089661530869	0.211	0.23	1	0.127089661530869	Ctse
Med17	0.380632265690793	0.0274068476559884	0.163	0.159	1	0.0274068476559884	Med17
Pbx2	0.380870247437792	0.069177023816932	0.138	0.131	1	0.069177023816932	Pbx2
Rbm42	0.381579648604788	0.0921338529860013	0.28	0.306	1	0.0921338529860013	Rbm42
Gabpa	0.381874559317208	0.0145164096617277	0.252	0.244	1	0.0145164096617277	Gabpa
Ppm1d	0.383249997927744	0.0148531651858002	0.255	0.267	1	0.0148531651858002	Ppm1d
Spcs1	0.383543562678138	0.211961901962036	0.429	0.453	1	0.211961901962036	Spcs1
H2-Q7	0.383923254635371	0.113122937780857	0.646	0.741	1	0.113122937780857	H2-Q7
Mrps24	0.384305674922818	0.161773411036922	0.372	0.387	1	0.161773411036922	Mrps24
Tubb5	0.384839537077316	0.0949955341210418	0.687	0.772	1	0.0949955341210418	Tubb5
Gatd1	0.386014668456225	0.0254207499105648	0.289	0.313	1	0.0254207499105648	Gatd1
E430024I08Rik	0.38649110190757	-0.0147134901948752	0.106	0.117	1	0.0147134901948752	E430024I08Rik
Psma3	0.386816036430373	0.188802071710144	0.543	0.596	1	0.188802071710144	Psma3
Atp5l	0.386835038289057	0.0501376861534086	0.822	0.901	1	0.0501376861534086	Atp5l
Atp5f1	0.387105491255791	0.126562993218494	0.477	0.571	1	0.126562993218494	Atp5f1
Babam2	0.387478283323976	0.0464672515536551	0.233	0.233	1	0.0464672515536551	Babam2
Nudt5	0.388209484591299	0.0382779286826248	0.15	0.158	1	0.0382779286826248	Nudt5
Mief2	0.388505566893075	-0.0105524512852013	0.11	0.108	1	0.0105524512852013	Mief2
Psen1	0.388889364687907	-0.040421846521823	0.168	0.181	1	0.040421846521823	Psen1
Igf2bp3	0.389160213796056	0.0691476517543096	0.207	0.199	1	0.0691476517543096	Igf2bp3
AL590144.2	0.389438625413814	-0.0133339704129494	0.215	0.226	1	0.0133339704129494	AL590144.2
Zfp119b	0.389500720289903	-0.0173712542144019	0.075	0.107	1	0.0173712542144019	Zfp119b
H2-Eb1	0.389810324174778	0.0196067764067281	0.263	0.26	1	0.0196067764067281	H2-Eb1
Pias4	0.389817918922876	0.0838569575330464	0.107	0.117	1	0.0838569575330464	Pias4
Setdb2	0.390104645900796	0.0316182500607327	0.179	0.192	1	0.0316182500607327	Setdb2
Mxd1	0.390229499495365	0.0257136555597677	0.215	0.212	1	0.0257136555597677	Mxd1
Tmem138	0.390795717598179	0.0329632126234531	0.158	0.164	1	0.0329632126234531	Tmem138
Arl2	0.391408414393611	0.109681611127895	0.198	0.181	1	0.109681611127895	Arl2
Wnk1	0.391693685510697	0.272837342689431	0.309	0.307	1	0.272837342689431	Wnk1
Herc2	0.39194437597561	0.0621724731263205	0.232	0.247	1	0.0621724731263205	Herc2
Nfx1	0.39212544327093	0.088181022994203	0.165	0.156	1	0.088181022994203	Nfx1
Braf	0.392577432134581	0.0531273906584235	0.173	0.184	1	0.0531273906584235	Braf
Lamp1	0.392792018448751	0.106804618647923	0.201	0.208	1	0.106804618647923	Lamp1
Nkrf	0.393091601171369	0.000221033993168515	0.124	0.141	1	0.000221033993168515	Nkrf
Skiv2l	0.393250825638788	-0.0155128658105618	0.207	0.225	1	0.0155128658105618	Skiv2l
Ctsa	0.393400468736433	0.0984221989102596	0.223	0.245	1	0.0984221989102596	Ctsa
1110059G10Rik	0.393608610127121	0.104005699351565	0.238	0.224	1	0.104005699351565	1110059G10Rik
Cyld	0.393804265716332	0.0920355273096528	0.258	0.27	1	0.0920355273096528	Cyld
Nup153	0.39444172551802	0.0236799616064609	0.185	0.194	1	0.0236799616064609	Nup153
Nsmce1	0.395215016094662	0.0805941801714485	0.31	0.313	1	0.0805941801714485	Nsmce1
Rad21	0.395820686226917	0.0944984122900885	0.271	0.269	1	0.0944984122900885	Rad21
Vsir	0.396444935728579	0.204024264729242	0.338	0.382	1	0.204024264729242	Vsir
Ttc3	0.396805445332505	0.220646306525265	0.276	0.268	1	0.220646306525265	Ttc3
Ddit4	0.396859058604921	0.0986440050037345	0.122	0.131	1	0.0986440050037345	Ddit4
Fam96b	0.397493813891777	0.040774191938784	0.184	0.207	1	0.040774191938784	Fam96b
Prmt6	0.397596638215944	3.63471789896069e-05	0.194	0.201	1	3.63471789896069e-05	Prmt6
Zfp553	0.398018945498281	-0.0118938473946599	0.177	0.17	1	0.0118938473946599	Zfp553
Dusp11	0.39856002546549	0.117898913068012	0.346	0.378	1	0.117898913068012	Dusp11
Rabepk	0.398844663535368	-0.0286925186239246	0.183	0.176	1	0.0286925186239246	Rabepk
Trmu	0.398975321012562	0.0155525895030094	0.129	0.122	1	0.0155525895030094	Trmu
Gltp	0.399077608868444	0.214789862078483	0.365	0.372	1	0.214789862078483	Gltp
Dynll1	0.399163525664393	0.0448267281950576	0.64	0.733	1	0.0448267281950576	Dynll1
Nsmce4a	0.399227128420354	0.0561531904948252	0.284	0.291	1	0.0561531904948252	Nsmce4a
Tk2	0.399257681371809	0.00519821225022765	0.144	0.153	1	0.00519821225022765	Tk2
Zc3h18	0.399370660203053	0.0857781448048976	0.232	0.246	1	0.0857781448048976	Zc3h18
G6pdx	0.399729914421161	-0.024485846236171	0.107	0.109	1	0.024485846236171	G6pdx
Nat2	0.399992552032957	0.0203010009133366	0.147	0.143	1	0.0203010009133366	Nat2
Zfp800	0.400838661559933	0.0776199151244114	0.215	0.224	1	0.0776199151244114	Zfp800
Tapbpl	0.401346556982973	0.140416103320282	0.219	0.248	1	0.140416103320282	Tapbpl
Rbm48	0.401620671352777	0.123864889775424	0.203	0.195	1	0.123864889775424	Rbm48
Zfp119a	0.402028395399579	0.0100188512215696	0.095	0.111	1	0.0100188512215696	Zfp119a
Rad18	0.402664169425267	0.0324223124342763	0.217	0.224	1	0.0324223124342763	Rad18
Cacul1	0.402749394470921	-0.000380530508017146	0.239	0.229	1	0.000380530508017146	Cacul1
C1galt1	0.403758719985315	0.0176830810232025	0.224	0.22	1	0.0176830810232025	C1galt1
Mbd2	0.403916723730944	0.0124587147772323	0.218	0.216	1	0.0124587147772323	Mbd2
Dclre1c	0.404268611811109	-0.0215589833920151	0.175	0.167	1	0.0215589833920151	Dclre1c
Bcl10	0.404349118330709	0.132402294907768	0.36	0.388	1	0.132402294907768	Bcl10
Ifitm10	0.404643681575831	-0.0230953395732601	0.243	0.257	1	0.0230953395732601	Ifitm10
Slc28a2	0.404784735045176	-0.00901949211764871	0.161	0.177	1	0.00901949211764871	Slc28a2
5430416N02Rik	0.404966844014259	-0.0982248581691514	0.267	0.273	1	0.0982248581691514	5430416N02Rik
Wdr46	0.404984723621296	0.0482953436287862	0.224	0.238	1	0.0482953436287862	Wdr46
Pik3ip1	0.405158494814986	0.206726793367302	0.461	0.522	1	0.206726793367302	Pik3ip1
Zc3h10	0.406086270136782	0.0123453571638195	0.151	0.166	1	0.0123453571638195	Zc3h10
Nat9	0.406726715048639	-0.0322602947596419	0.167	0.186	1	0.0322602947596419	Nat9
Pola1	0.407220748018405	0.0645178968153849	0.168	0.156	1	0.0645178968153849	Pola1
Atn1	0.407294776723062	0.0586507709041953	0.196	0.199	1	0.0586507709041953	Atn1
Vkorc1	0.408159619884975	-0.0409849602049958	0.219	0.211	1	0.0409849602049958	Vkorc1
Tmem208	0.40822425137084	0.148013924077918	0.215	0.238	1	0.148013924077918	Tmem208
Zfp770	0.408396284976737	0.0289462457934748	0.208	0.217	1	0.0289462457934748	Zfp770
Usp38	0.40842983419406	0.0319142865198599	0.209	0.217	1	0.0319142865198599	Usp38
Uri1	0.40872636398177	0.0178727529242798	0.264	0.258	1	0.0178727529242798	Uri1
Cbr1	0.408774298567378	0.162424933865735	0.215	0.206	1	0.162424933865735	Cbr1
Hadhb	0.410012683694674	0.124371721480404	0.255	0.269	1	0.124371721480404	Hadhb
Gm42595	0.410025445016468	0.00098231109375279	0.145	0.161	1	0.00098231109375279	Gm42595
Psma5	0.410147539554632	0.0874988115813272	0.252	0.286	1	0.0874988115813272	Psma5
Trp53i13	0.410388505680804	0.143581183010201	0.191	0.201	1	0.143581183010201	Trp53i13
Arhgap18	0.410525414752267	-0.0162549898446666	0.204	0.21	1	0.0162549898446666	Arhgap18
Simc1	0.410974099136413	-0.048564299910154	0.155	0.168	1	0.048564299910154	Simc1
Ppp1r13b	0.411157806093636	0.0198443981092129	0.194	0.191	1	0.0198443981092129	Ppp1r13b
Rel	0.411549290619719	0.0595825634970401	0.315	0.329	1	0.0595825634970401	Rel
Ythdc2	0.411595573374678	0.0145614329546046	0.258	0.249	1	0.0145614329546046	Ythdc2
Map4k5	0.411678305360718	0.0488320357420992	0.19	0.203	1	0.0488320357420992	Map4k5
Scamp2	0.412071905747047	0.120272817760229	0.175	0.178	1	0.120272817760229	Scamp2
Lat2	0.412473211474318	-0.000125969929537433	0.081	0.108	1	0.000125969929537433	Lat2
Tmem63b	0.41249928710252	0.00706317316114626	0.143	0.125	1	0.00706317316114626	Tmem63b
Mdp1	0.413019915918459	0.101333769911539	0.25	0.249	1	0.101333769911539	Mdp1
Ifi206	0.413537751722305	0.12529918018193	0.3	0.329	1	0.12529918018193	Ifi206
Pign	0.413709217793944	0.0533170642779719	0.218	0.206	1	0.0533170642779719	Pign
Farsb	0.414594772700873	0.0741547193978458	0.226	0.241	1	0.0741547193978458	Farsb
Usp20	0.414826053786667	-0.0172683157842906	0.133	0.137	1	0.0172683157842906	Usp20
Fkbp8	0.415164046583747	0.171730092434706	0.336	0.346	1	0.171730092434706	Fkbp8
Phka2	0.415437499045644	-0.00788224562289243	0.088	0.106	1	0.00788224562289243	Phka2
Brk1	0.416382298563934	0.120658848301849	0.378	0.423	1	0.120658848301849	Brk1
Sco2	0.41639006099438	-0.0508284438934217	0.233	0.229	1	0.0508284438934217	Sco2
Snrpc	0.417259683954314	0.136155095608603	0.391	0.432	1	0.136155095608603	Snrpc
Rabggta	0.417301502716256	0.0574236412918916	0.186	0.198	1	0.0574236412918916	Rabggta
Nipsnap1	0.417975049804567	0.0699589273947228	0.192	0.202	1	0.0699589273947228	Nipsnap1
Pcbp3	0.41826861262413	-0.00818988285609032	0.125	0.132	1	0.00818988285609032	Pcbp3
Cab39l	0.41838623805938	0.103384378353796	0.19	0.197	1	0.103384378353796	Cab39l
Rbm5	0.418525786142841	0.132321424578069	0.28	0.278	1	0.132321424578069	Rbm5
Crebl2	0.418579304756384	0.0397735358601054	0.104	0.066	1	0.0397735358601054	Crebl2
Oxsr1	0.418892540888465	0.0143179656208874	0.194	0.196	1	0.0143179656208874	Oxsr1
Fam133b	0.419914208025452	0.191070996482508	0.289	0.291	1	0.191070996482508	Fam133b
Ncln	0.420904445841496	0.0417431813167785	0.197	0.181	1	0.0417431813167785	Ncln
Trp53rkb	0.420959811457475	0.0185721600822839	0.114	0.101	1	0.0185721600822839	Trp53rkb
Tsnax	0.421325614370106	0.0911069437407349	0.266	0.269	1	0.0911069437407349	Tsnax
Thrap3	0.421765154155794	0.0518083100679849	0.362	0.402	1	0.0518083100679849	Thrap3
Rint1	0.421790365432838	0.0686600828199008	0.261	0.272	1	0.0686600828199008	Rint1
E430024P14Rik	0.422110396883565	-0.00836092801844669	0.117	0.09	1	0.00836092801844669	E430024P14Rik
3110043O21Rik	0.422190368770346	0.0130169512438123	0.119	0.105	1	0.0130169512438123	3110043O21Rik
Abcd4	0.422320646750615	0.0641054241406636	0.152	0.125	1	0.0641054241406636	Abcd4
Atpif1	0.422567801332972	0.0937608759316327	0.386	0.421	1	0.0937608759316327	Atpif1
Scml4	0.422798279169128	0.0594796036699954	0.174	0.184	1	0.0594796036699954	Scml4
Kmt2e	0.422984037499324	0.202693343179033	0.378	0.38	1	0.202693343179033	Kmt2e
Cenpt	0.42320913002948	0.0110634400791302	0.18	0.175	1	0.0110634400791302	Cenpt
Pdlim4	0.424146267736057	-0.0188332148214158	0.158	0.159	1	0.0188332148214158	Pdlim4
Shkbp1	0.424200919313533	0.0253810662907239	0.176	0.17	1	0.0253810662907239	Shkbp1
Lmnb2	0.424326146378678	0.00408543082974105	0.142	0.137	1	0.00408543082974105	Lmnb2
Ankrd44	0.424764620931732	0.19424915007798	0.406	0.426	1	0.19424915007798	Ankrd44
Ctr9	0.424786747973714	0.160099968521663	0.208	0.195	1	0.160099968521663	Ctr9
Celf2	0.426031801462913	0.163553708831011	0.436	0.466	1	0.163553708831011	Celf2
Ptger4	0.426048742668118	0.005866261648105	0.206	0.212	1	0.005866261648105	Ptger4
Fam105a	0.426496971374033	0.137512810006906	0.248	0.272	1	0.137512810006906	Fam105a
Tmem106b	0.426556314295707	0.121389418433027	0.167	0.166	1	0.121389418433027	Tmem106b
Igfbp4	0.426984467636046	0.146227000720716	0.374	0.377	1	0.146227000720716	Igfbp4
Spc25	0.427138114039759	0.0006444149785826	0.109	0.06	1	0.0006444149785826	Spc25
Ubl5	0.427655198054051	0.0800425948632333	0.62	0.723	1	0.0800425948632333	Ubl5
Cers5	0.428390891759292	0.0526566490920443	0.166	0.177	1	0.0526566490920443	Cers5
E2f4	0.428443795996362	0.0544819913847794	0.234	0.226	1	0.0544819913847794	E2f4
Srebf1	0.428979007317771	0.0611050033017026	0.102	0.102	1	0.0611050033017026	Srebf1
Kansl2	0.429240036769087	0.0991047275241249	0.189	0.181	1	0.0991047275241249	Kansl2
Ensa	0.429356701043675	0.0102491993930427	0.203	0.214	1	0.0102491993930427	Ensa
Hexb	0.429512299253055	0.0174004901969023	0.179	0.192	1	0.0174004901969023	Hexb
Saysd1	0.430782284745627	0.0346204279821624	0.197	0.194	1	0.0346204279821624	Saysd1
Pik3ca	0.430800799840322	0.0768289627070066	0.236	0.226	1	0.0768289627070066	Pik3ca
Nap1l1	0.431023307007401	0.051256224064797	0.345	0.372	1	0.051256224064797	Nap1l1
Prkcb	0.431210111621156	0.163665010229266	0.228	0.216	1	0.163665010229266	Prkcb
Hist1h4d	0.431604985365931	0.00713963552950811	0.12	0.141	1	0.00713963552950811	Hist1h4d
Nt5dc1	0.431614801637199	0.0665347806015106	0.147	0.155	1	0.0665347806015106	Nt5dc1
Ube2o	0.431801007767667	0.0150800313936678	0.101	0.097	1	0.0150800313936678	Ube2o
Ewsr1	0.431947859726026	0.108482064365019	0.404	0.419	1	0.108482064365019	Ewsr1
Midn	0.432110051848843	0.0478858635004038	0.243	0.235	1	0.0478858635004038	Midn
Idh3g	0.432118029687056	0.0622165117619948	0.256	0.285	1	0.0622165117619948	Idh3g
Trav16n	0.432291832350572	-0.0396267550647035	0.126	0.148	1	0.0396267550647035	Trav16n
Nab1	0.432423420601773	-0.0302599173980058	0.178	0.193	1	0.0302599173980058	Nab1
Haus3	0.432813209217661	0.0735874726633727	0.312	0.313	1	0.0735874726633727	Haus3
Cdk11b	0.433539532790463	0.148972146866817	0.41	0.422	1	0.148972146866817	Cdk11b
Usp33	0.434187380220536	-0.00128268060415167	0.191	0.21	1	0.00128268060415167	Usp33
Fbxo32	0.434877201041099	0.0364265510137075	0.15	0.157	1	0.0364265510137075	Fbxo32
Lcp2	0.435289187495242	0.0777176162784572	0.268	0.266	1	0.0777176162784572	Lcp2
Wbp1	0.43531483037532	0.138444948414133	0.248	0.258	1	0.138444948414133	Wbp1
Klf11	0.435364619262873	0.00779483571535711	0.258	0.27	1	0.00779483571535711	Klf11
Ubn2	0.436101731563547	0.109469338150498	0.182	0.191	1	0.109469338150498	Ubn2
Tuba1a	0.436296016078667	0.164177985606992	0.394	0.442	1	0.164177985606992	Tuba1a
Mlxip	0.436688978388709	-0.0199998012683392	0.187	0.188	1	0.0199998012683392	Mlxip
St3gal4	0.437925328693619	0.033509897995903	0.186	0.179	1	0.033509897995903	St3gal4
Supt3	0.437932978256736	0.0028627862961537	0.156	0.148	1	0.0028627862961537	Supt3
Copa	0.438298047827187	0.0920818883817254	0.216	0.232	1	0.0920818883817254	Copa
F8a	0.439142759848882	0.04988685528204	0.23	0.238	1	0.04988685528204	F8a
Fcgrt	0.440325852289311	-0.143175585160013	0.199	0.228	1	0.143175585160013	Fcgrt
Ncoa6	0.440463183800977	0.0644730580212453	0.179	0.164	1	0.0644730580212453	Ncoa6
Ercc6l2	0.44073104334612	-0.00392240106866355	0.232	0.225	1	0.00392240106866355	Ercc6l2
Extl3	0.44155151348311	-0.000371451248217802	0.097	0.117	1	0.000371451248217802	Extl3
Ccdc180	0.441611194802362	-0.0496050216626623	0.144	0.189	1	0.0496050216626623	Ccdc180
Tmem245	0.442169960665665	0.00898145476427684	0.179	0.191	1	0.00898145476427684	Tmem245
1110008P14Rik	0.442679909158158	0.269104948319783	0.289	0.278	1	0.269104948319783	1110008P14Rik
Ripor1	0.442962933415063	0.0349392805019088	0.149	0.137	1	0.0349392805019088	Ripor1
2700097O09Rik	0.44301703342781	0.0149867104278677	0.187	0.198	1	0.0149867104278677	2700097O09Rik
Ccdc59	0.443020659917125	0.177641481291803	0.354	0.349	1	0.177641481291803	Ccdc59
Rp2	0.443555817949723	0.00129827183313583	0.124	0.117	1	0.00129827183313583	Rp2
Cox5b	0.443917768413457	0.114313727890427	0.562	0.671	1	0.114313727890427	Cox5b
Utp20	0.444087772840829	-0.0276510676385934	0.173	0.168	1	0.0276510676385934	Utp20
Padi2	0.444195425950635	0.060353186108377	0.208	0.198	1	0.060353186108377	Padi2
Arl1	0.444998325154848	0.0552709234310289	0.183	0.198	1	0.0552709234310289	Arl1
BC005561	0.44500178084143	0.00461111184643989	0.227	0.223	1	0.00461111184643989	BC005561
Ccdc94	0.445210637443468	-0.00542088252902813	0.132	0.114	1	0.00542088252902813	Ccdc94
Cdk2	0.445444544866494	0.0282796572585957	0.113	0.138	1	0.0282796572585957	Cdk2
Pgp	0.445798457012959	0.0313710267403562	0.147	0.142	1	0.0313710267403562	Pgp
Aff1	0.446243325264799	0.0510126569674032	0.215	0.225	1	0.0510126569674032	Aff1
Il18rap	0.446467991217149	-0.0134508581996804	0.074	0.112	1	0.0134508581996804	Il18rap
Hspa14	0.446491069516367	0.0597114491642585	0.187	0.181	1	0.0597114491642585	Hspa14
